timestamp,tag,major,room,rssi,distance,raw_distance,mac
2026-04-28T17:09:31.895578,Tag-A,60285,unknown,-89.67,13.67,,d6ac03164b2b
2026-04-28T17:09:36.922598,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:10:06.916390,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:10:24.450924,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:11:07.020273,Tag-A,60285,unknown,-91.0,15.32,,d6ac03164b2b
2026-04-28T17:11:14.403194,Tag-A,60285,unknown,-90.5,14.68,,d6ac03164b2b
2026-04-28T17:11:32.544862,Tag-B,40604,unknown,-89.0,12.92,,f7e6ef23cda5
2026-04-28T17:11:44.492769,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:11:49.444425,Tag-A,60285,unknown,-89.5,13.48,,d6ac03164b2b
2026-04-28T17:12:02.521023,Tag-B,40604,unknown,-90.67,14.89,,f7e6ef23cda5
2026-04-28T17:12:15.008268,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:26.903424,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:12:27.519977,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:31.939584,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:12:40.003104,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:12:56.931251,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:13:05.089341,Tag-B,40604,unknown,-91.0,15.32,,f7e6ef23cda5
2026-04-28T17:13:10.035513,Tag-B,40604,unknown,-90.33,14.47,,f7e6ef23cda5
2026-04-28T17:13:56.911417,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:14:15.031661,Tag-B,40604,unknown,-90.0,14.07,,f7e6ef23cda5
2026-04-28T17:14:57.568362,Tag-B,40604,unknown,-91.5,15.98,,f7e6ef23cda5
2026-04-28T17:15:14.422126,Tag-A,60285,unknown,-90.0,14.07,,d6ac03164b2b
2026-04-28T17:15:19.436534,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
2026-04-28T17:15:44.424041,Tag-A,60285,unknown,-89.0,12.92,,d6ac03164b2b
